time,frequency,confidence
15.064,353.825,0.981516
15.068,353.897,0.982565
15.072,353.885,0.982295
15.076,353.921,0.982546
15.080,353.932,0.982017
15.084,353.763,0.981760
15.088,353.848,0.982238
15.092,353.715,0.980775
15.096,353.800,0.981137
15.100,353.809,0.981635
15.104,353.750,0.981074
15.108,353.762,0.980688
15.112,353.714,0.980368
15.116,353.839,0.981746
15.120,353.791,0.981120
15.124,353.832,0.981387
15.128,353.893,0.981402
15.132,353.814,0.981978
15.136,353.922,0.982401
15.140,353.810,0.981315
15.144,353.890,0.981878
15.148,353.876,0.981695
15.152,353.817,0.981246
15.156,353.827,0.980828
15.160,353.742,0.980442
15.164,353.856,0.981853
15.168,353.788,0.980854
15.172,353.847,0.981181
15.176,353.881,0.981641
15.180,353.807,0.981960
15.184,353.855,0.981813
15.188,353.787,0.981099
15.192,353.852,0.981817
15.196,353.831,0.981517
15.200,353.793,0.981453
15.204,353.814,0.980755
15.208,353.703,0.980524
15.212,353.856,0.981730
15.216,353.767,0.980685
15.220,353.834,0.981041
15.224,353.877,0.981707
15.228,353.788,0.981716
15.232,353.775,0.981107
15.236,353.706,0.980302
15.240,353.788,0.981585
15.244,353.756,0.981150
15.248,353.763,0.981341
15.252,353.786,0.980742
15.256,353.635,0.980222
15.260,353.762,0.981182
15.264,353.649,0.979740
15.268,353.716,0.980031
15.272,353.776,0.981001
15.276,353.714,0.980626
15.280,353.676,0.979960
15.284,353.654,0.979645
15.288,353.720,0.980797
15.292,353.719,0.980436
15.296,353.735,0.980823
15.300,353.801,0.980465
15.304,353.683,0.980609
15.308,353.802,0.981363
15.312,353.707,0.980231
15.316,353.805,0.980791
15.320,353.840,0.981221
15.324,353.810,0.980935
15.328,353.821,0.980670
15.332,353.776,0.980334
15.336,353.896,0.981906
15.340,353.839,0.981071
15.344,353.849,0.981289
15.348,353.876,0.981173
15.352,353.794,0.981685
15.356,353.860,0.981994
15.360,353.720,0.980609
15.364,353.784,0.981295
15.368,353.745,0.980650
15.372,353.696,0.980321
15.376,353.696,0.979845
15.380,353.652,0.979572
15.384,353.783,0.981029
15.388,353.683,0.979679
15.392,353.726,0.980272
15.396,353.762,0.980699
15.400,353.680,0.980791
15.404,353.710,0.980729
15.408,353.653,0.979784
15.412,353.728,0.980664
15.416,353.710,0.980083
15.420,353.660,0.979856
15.424,353.656,0.979166
15.428,353.600,0.979081
15.432,353.738,0.980342
15.436,353.590,0.978474
15.440,353.630,0.979182
15.444,353.667,0.979753
15.448,353.576,0.979509
15.452,353.505,0.978625
15.456,353.413,0.977408
15.460,353.489,0.978175
15.464,353.408,0.977183
15.468,353.340,0.976719
15.472,353.292,0.975747
15.476,353.277,0.975507
15.480,353.415,0.976691
15.484,353.230,0.974484
15.488,353.300,0.975259
15.492,353.406,0.976721
15.496,353.328,0.976236
15.500,353.274,0.975462
15.504,353.198,0.974522
15.508,353.327,0.975664
15.512,353.311,0.975381
15.516,353.272,0.974899
15.520,353.264,0.974590
15.524,353.282,0.974523
15.528,353.444,0.976160
15.532,353.301,0.974510
15.536,353.325,0.974895
15.540,353.397,0.976199
15.544,353.351,0.975887
15.548,353.322,0.975577
15.552,353.205,0.974347
15.556,353.323,0.975169
15.560,353.348,0.975486
15.564,353.304,0.974733
15.568,353.264,0.974319
15.572,353.288,0.974358
15.576,353.415,0.975699
15.580,353.300,0.974322
15.584,353.333,0.975073
15.588,353.412,0.976109
15.592,353.384,0.975964
15.596,353.408,0.976238
15.600,353.249,0.974545
15.604,353.343,0.975174
15.608,353.386,0.975835
15.612,353.305,0.974386
15.616,353.251,0.973922
15.620,353.268,0.974058
15.624,353.366,0.975292
15.628,353.275,0.974346
15.632,353.298,0.974917
15.636,353.387,0.975546
15.640,353.361,0.975670
15.644,353.420,0.976207
15.648,353.259,0.974397
15.652,353.338,0.974768
15.656,353.393,0.975874
15.660,353.329,0.974439
15.664,353.269,0.974095
15.668,353.259,0.974082
15.672,353.354,0.975203
15.676,353.285,0.974571
15.680,353.262,0.974595
15.684,353.320,0.974879
15.688,353.295,0.974999
15.692,353.323,0.975229
15.696,353.156,0.973253
15.700,353.205,0.973225
15.704,353.295,0.974822
15.708,353.270,0.973558
15.712,353.200,0.973152
15.716,353.160,0.972914
15.720,353.260,0.973985
15.724,353.218,0.973660
15.728,353.191,0.973129
15.732,353.224,0.973365
15.736,353.222,0.973551
15.740,353.308,0.974468
15.744,353.185,0.972953
15.748,353.275,0.973644
15.752,353.445,0.976022
15.756,353.409,0.975067
15.760,353.331,0.974543
15.764,353.290,0.974500
15.768,353.371,0.975257
15.772,353.376,0.975291
15.776,353.328,0.974610
15.780,353.305,0.974226
15.784,353.273,0.973790
15.788,353.383,0.974993
15.792,353.187,0.972675
15.796,353.253,0.973399
15.800,353.371,0.975308
15.804,353.298,0.974130
15.808,353.234,0.973509
15.812,353.133,0.972861
15.816,353.184,0.972979
15.820,353.181,0.973249
15.824,353.104,0.971778
15.828,353.043,0.971179
15.832,353.028,0.970569
15.836,353.150,0.971937
15.840,352.992,0.969601
15.844,353.011,0.969966
15.848,353.123,0.972089
15.852,353.108,0.971479
15.856,353.094,0.971308
15.860,353.013,0.970376
15.864,353.125,0.971431
15.868,353.189,0.972718
15.872,353.197,0.971876
15.876,353.168,0.972128
15.880,353.210,0.972241
15.884,353.368,0.974130
15.888,353.272,0.972663
15.892,353.299,0.973453
15.896,353.396,0.974712
15.900,353.393,0.974551
15.904,353.426,0.974864
15.908,353.277,0.973405
15.912,353.337,0.973731
15.916,353.379,0.974804
15.920,353.297,0.972734
15.924,353.217,0.972701
15.928,353.223,0.972520
15.932,353.324,0.973708
15.936,353.247,0.972813
15.940,353.250,0.973104
15.944,353.357,0.974190
15.948,353.353,0.974203
15.952,353.404,0.974707
15.956,353.243,0.972942
15.960,353.277,0.972804
15.964,353.358,0.974520
15.968,353.303,0.972674
15.972,353.261,0.972931
15.976,353.255,0.972789
15.980,353.373,0.974300
15.984,353.316,0.973703
15.988,353.316,0.973922
15.992,353.407,0.974774
15.996,353.394,0.974880
16.000,353.465,0.975395
16.004,353.320,0.974036
16.008,353.366,0.973947
16.012,353.460,0.975714
16.016,353.378,0.973685
16.020,353.306,0.973684
16.024,353.242,0.973112
16.028,353.327,0.974213
16.032,353.228,0.973298
16.036,353.217,0.973204
16.040,353.270,0.973470
16.044,353.244,0.973756
16.048,353.320,0.974366
16.052,353.212,0.973099
16.056,353.277,0.973350
16.060,353.408,0.975530
16.064,353.379,0.973936
16.068,353.298,0.973549
16.072,353.265,0.973590
16.076,353.378,0.974725
16.080,353.343,0.974490
16.084,353.355,0.974095
16.088,353.401,0.974179
16.092,353.110,0.969820
16.096,352.934,0.965305
16.100,352.566,0.953864
16.104,352.206,0.952606
16.108,352.123,0.952478
16.112,351.732,0.945884
16.116,351.156,0.935650
16.120,350.119,0.899757
16.124,349.718,0.863690
16.128,349.399,0.789937
16.132,349.842,0.698937
16.136,353.294,0.641637
16.140,353.236,0.621145
16.144,354.479,0.759927
16.148,353.818,0.731312
16.152,353.216,0.714150
16.156,354.759,0.758756
16.160,356.128,0.788449
16.164,356.290,0.811863
16.168,333.200,0.593411
16.172,289.370,0.585515
16.176,265.483,0.700289
16.180,263.900,0.734920
16.184,264.869,0.766349
16.188,264.498,0.782329
16.192,264.567,0.832622
16.196,264.560,0.846166
16.200,264.347,0.853177
16.204,264.267,0.882985
16.208,264.057,0.911169
16.212,264.076,0.922734
16.216,263.971,0.932972
16.220,264.011,0.935642
16.224,264.064,0.937487
16.228,263.987,0.943028
16.232,264.001,0.943733
16.236,264.037,0.944389
16.240,264.048,0.944861
16.244,264.125,0.946384
16.248,264.277,0.954325
16.252,264.431,0.960299
16.256,264.594,0.966025
16.260,264.600,0.967863
16.264,264.652,0.967874
16.268,264.705,0.968508
16.272,264.765,0.968611
16.276,264.848,0.971496
16.280,264.848,0.971383
16.284,264.938,0.971498
16.288,265.008,0.972226
16.292,264.954,0.969520
16.296,264.786,0.963456
16.300,264.728,0.960131
16.304,264.605,0.953550
16.308,264.567,0.946826
16.312,264.621,0.935951
16.316,264.887,0.913595
16.320,265.464,0.868203
16.324,266.038,0.834392
16.328,267.495,0.759397
16.332,268.854,0.761789
16.336,269.647,0.759488
16.340,269.897,0.790425
16.344,269.929,0.805555
16.348,270.066,0.789946
16.352,270.348,0.700324
16.356,256.480,0.481006
16.360,236.829,0.449343
16.364,236.217,0.623822
16.368,236.107,0.723373
16.372,235.887,0.778068
16.376,235.477,0.861301
16.380,235.165,0.903127
16.384,234.844,0.928441
16.388,234.512,0.943675
16.392,234.273,0.951363
16.396,234.201,0.954903
16.400,234.090,0.957900
16.404,233.997,0.961204
16.408,233.961,0.961824
16.412,233.967,0.960462
16.416,233.906,0.959402
16.420,233.980,0.957051
16.424,234.160,0.953379
16.428,234.265,0.949349
16.432,234.296,0.949969
16.436,234.402,0.948660
16.440,234.546,0.946879
16.444,234.649,0.945316
16.448,234.808,0.940715
16.452,234.860,0.938380
16.456,234.944,0.931991
16.460,235.009,0.926956
16.464,235.007,0.924555
16.468,234.973,0.925924
16.472,235.012,0.922195
16.476,234.986,0.916022
16.480,234.961,0.905672
16.484,235.088,0.888557
16.488,235.233,0.873304
16.492,235.282,0.880401
16.496,235.445,0.887338
16.500,235.691,0.891176
16.504,235.980,0.888563
16.508,236.350,0.891115
16.512,236.453,0.892270
16.516,236.458,0.890533
16.520,236.221,0.875222
16.524,235.994,0.874590
16.528,235.575,0.855052
16.532,235.267,0.810813
16.536,234.039,0.725949
16.540,232.155,0.551924
16.544,228.494,0.441263
16.548,220.534,0.331089
16.552,211.702,0.523455
16.556,210.267,0.638885
16.560,208.949,0.744073
16.564,208.925,0.826589
16.568,208.506,0.873425
16.572,208.474,0.894322
16.576,208.635,0.921831
16.580,208.832,0.930980
16.584,208.964,0.940207
16.588,209.009,0.950430
16.592,208.901,0.959133
16.596,208.902,0.960476
16.600,208.792,0.963513
16.604,208.800,0.964993
16.608,208.673,0.966227
16.612,208.634,0.965797
16.616,208.429,0.966567
16.620,208.412,0.965032
16.624,208.354,0.964294
16.628,208.306,0.965157
16.632,208.286,0.965089
16.636,208.383,0.965245
16.640,208.216,0.964681
16.644,208.285,0.963444
16.648,208.272,0.962374
16.652,208.279,0.963495
16.656,208.295,0.963863
16.660,208.411,0.964219
16.664,208.283,0.964381
16.668,208.418,0.962442
16.672,208.436,0.961085
16.676,208.448,0.962261
16.680,208.435,0.963290
16.684,208.498,0.963252
16.688,208.345,0.964286
16.692,208.490,0.961853
16.696,208.530,0.959986
16.700,208.529,0.961093
16.704,208.531,0.962380
16.708,208.566,0.962074
16.712,208.375,0.964383
16.716,208.499,0.962029
16.720,208.497,0.960185
16.724,208.482,0.961405
16.728,208.470,0.963063
16.732,208.501,0.962267
16.736,208.341,0.964897
16.740,208.405,0.962475
16.744,208.467,0.961455
16.748,208.505,0.962003
16.752,208.522,0.963396
16.756,208.539,0.962834
16.760,208.382,0.965295
16.764,208.376,0.961953
16.768,208.407,0.962135
16.772,208.439,0.963148
16.776,208.433,0.964820
16.780,208.487,0.964419
16.784,208.366,0.966027
16.788,208.388,0.962986
16.792,208.409,0.963177
16.796,208.457,0.964151
16.800,208.440,0.965442
16.804,208.492,0.965288
16.808,208.399,0.966289
16.812,208.407,0.964454
16.816,208.451,0.963764
16.820,208.501,0.964342
16.824,208.471,0.966067
16.828,208.475,0.965987
16.832,208.386,0.966745
16.836,208.387,0.965978
16.840,208.437,0.965112
16.844,208.484,0.965159
16.848,208.509,0.966292
16.852,208.482,0.965783
16.856,208.428,0.966160
16.860,208.394,0.966509
16.864,208.414,0.965568
16.868,208.453,0.965727
16.872,208.493,0.966901
16.876,208.444,0.966162
16.880,208.407,0.966097
16.884,208.376,0.966771
16.888,208.357,0.965395
16.892,208.379,0.966141
16.896,208.451,0.967260
16.900,208.432,0.966256
16.904,208.459,0.965396
16.908,208.460,0.965884
16.912,208.456,0.964636
16.916,208.465,0.965578
16.920,208.535,0.966481
16.924,208.463,0.966046
16.928,208.482,0.965664
16.932,208.447,0.965956
16.936,208.403,0.964420
16.940,208.407,0.964973
16.944,208.449,0.966351
16.948,208.390,0.965801
16.952,208.454,0.966075
16.956,208.429,0.966042
16.960,208.445,0.964644
16.964,208.438,0.965216
16.968,208.503,0.965725
16.972,208.381,0.965750
16.976,208.470,0.966405
16.980,208.398,0.966129
16.984,208.440,0.964970
16.988,208.441,0.965330
16.992,208.467,0.965490
16.996,208.343,0.965852
17.000,208.458,0.966562
17.004,208.336,0.966710
17.008,208.407,0.965672
17.012,208.376,0.965795
17.016,208.388,0.966079
17.020,208.296,0.966031
17.024,208.412,0.966458
17.028,208.280,0.966604
17.032,208.371,0.965669
17.036,208.356,0.965560
17.040,208.387,0.965843
17.044,208.318,0.966039
17.048,208.420,0.966288
17.052,208.256,0.966434
17.056,208.334,0.965390
17.060,208.281,0.964786
17.064,208.296,0.965408
17.068,208.252,0.965668
17.072,208.372,0.965749
17.076,208.216,0.965717
17.080,208.336,0.964721
17.084,208.298,0.963983
17.088,208.348,0.964440
17.092,208.316,0.965702
17.096,208.423,0.965890
17.100,208.248,0.965822
17.104,208.361,0.964518
17.108,208.304,0.963457
17.112,208.313,0.964170
17.116,208.260,0.965692
17.120,208.376,0.965870
17.124,208.239,0.965750
17.128,208.367,0.963923
17.132,208.329,0.962521
17.136,208.343,0.963569
17.140,208.295,0.965518
17.144,208.403,0.965530
17.148,208.259,0.965692
17.152,208.378,0.963448
17.156,208.366,0.961978
17.160,208.366,0.962868
17.164,208.328,0.965210
17.168,208.438,0.965323
17.172,208.280,0.965633
17.176,208.374,0.963415
17.180,208.372,0.961941
17.184,208.383,0.962726
17.188,208.357,0.965006
17.192,208.458,0.964982
17.196,208.280,0.965943
17.200,208.385,0.962977
17.204,208.389,0.961631
17.208,208.413,0.962692
17.212,208.372,0.964969
17.216,208.470,0.964734
17.220,208.297,0.965899
17.224,208.395,0.962552
17.228,208.435,0.961705
17.232,208.520,0.962364
17.236,208.511,0.964472
17.240,208.578,0.964264
17.244,208.394,0.965985
17.248,208.427,0.962954
17.252,208.424,0.963297
17.256,208.465,0.963762
17.260,208.455,0.965568
17.264,208.510,0.965033
17.268,208.347,0.966035
17.272,208.357,0.962764
17.276,208.355,0.963795
17.280,208.418,0.964400
17.284,208.438,0.965892
17.288,208.478,0.965288
17.292,208.348,0.965822
17.296,208.340,0.962913
17.300,208.361,0.963852
17.304,208.426,0.964480
17.308,208.443,0.966185
17.312,208.470,0.965811
17.316,208.360,0.965980
17.320,208.352,0.963668
17.324,208.385,0.964024
17.328,208.425,0.964390
17.332,208.430,0.966029
17.336,208.398,0.965669
17.340,208.300,0.965547
17.344,208.287,0.964025
17.348,208.360,0.963774
17.352,208.391,0.963884
17.356,208.416,0.965771
17.360,208.364,0.965553
17.364,208.302,0.965576
17.368,208.299,0.965425
17.372,208.362,0.964843
17.376,208.420,0.965102
17.380,208.456,0.966567
17.384,208.424,0.966054
17.388,208.357,0.965972
17.392,208.328,0.965839
17.396,208.348,0.964792
17.400,208.360,0.965397
17.404,208.374,0.966712
17.408,208.311,0.966090
17.412,208.268,0.965319
17.416,208.213,0.965576
17.420,208.236,0.964918
17.424,208.244,0.965510
17.428,208.316,0.966893
17.432,208.278,0.965677
17.436,208.274,0.965358
17.440,208.216,0.965730
17.444,208.242,0.965085
17.448,208.248,0.965543
17.452,208.305,0.966861
17.456,208.262,0.965528
17.460,208.275,0.965250
17.464,208.219,0.965747
17.468,208.251,0.964835
17.472,208.260,0.965135
17.476,208.327,0.966313
17.480,208.261,0.965062
17.484,208.280,0.964820
17.488,208.214,0.965387
17.492,208.247,0.964471
17.496,208.256,0.964829
17.500,208.319,0.965911
17.504,208.252,0.964683
17.508,208.287,0.964520
17.512,208.236,0.964951
17.516,208.276,0.963884
17.520,208.278,0.964409
17.524,208.356,0.965238
17.528,208.312,0.964061
17.532,208.375,0.964039
17.536,208.351,0.963969
17.540,208.379,0.963068
17.544,208.386,0.963453
17.548,208.446,0.964588
17.552,208.382,0.964289
17.556,208.423,0.964610
17.560,208.383,0.964817
17.564,208.401,0.964408
17.568,208.344,0.965229
17.572,208.338,0.964351
17.576,208.258,0.962685
17.580,208.340,0.957388
17.584,208.441,0.943770
17.588,208.395,0.921392
17.592,208.340,0.880907
17.596,208.076,0.809542
17.600,207.160,0.698724
17.604,206.807,0.627540
17.608,205.350,0.539413
17.612,205.379,0.477533
17.616,203.721,0.459743
17.620,204.239,0.583418
17.624,203.863,0.709227
17.628,203.776,0.818942
17.632,203.889,0.806330
17.636,204.128,0.802096
17.640,204.122,0.821641
17.644,204.395,0.803412
17.648,204.785,0.765497
17.652,204.817,0.772220
17.656,205.216,0.732745
17.660,205.461,0.787584
17.664,205.886,0.769738
17.668,205.906,0.761167
17.672,219.817,0.689643
17.676,249.814,0.602667
17.680,264.703,0.317007
17.684,265.115,0.574627
17.688,264.368,0.589586
17.692,265.192,0.661892
17.696,265.244,0.716896
17.700,265.072,0.761478
17.704,264.776,0.791065
17.708,264.814,0.849725
17.712,264.609,0.878772
17.716,264.447,0.895448
17.720,264.162,0.907289
17.724,263.952,0.930023
17.728,263.748,0.946387
17.732,263.594,0.957223
17.736,263.495,0.962757
17.740,263.509,0.965295
17.744,263.646,0.963872
17.748,263.680,0.963650
17.752,263.772,0.959281
17.756,263.918,0.951194
17.760,264.129,0.946264
17.764,264.299,0.953553
17.768,264.332,0.952752
17.772,264.419,0.955320
17.776,264.424,0.955945
17.780,264.451,0.958372
17.784,264.409,0.957378
17.788,264.444,0.959409
17.792,264.519,0.962286
17.796,264.596,0.964942
17.800,264.762,0.968230
17.804,265.099,0.969369
17.808,265.769,0.962177
17.812,266.433,0.942287
17.816,267.320,0.924171
17.820,268.379,0.939059
17.824,269.501,0.925336
17.828,270.184,0.890021
17.832,270.253,0.871118
17.836,270.070,0.858653
17.840,270.006,0.830155
17.844,270.077,0.766418
17.848,270.154,0.643938
17.852,269.937,0.518865
17.856,250.965,0.554134
17.860,231.258,0.590273
17.864,232.911,0.665922
17.868,233.536,0.711469
17.872,233.558,0.761629
17.876,233.365,0.818436
17.880,233.214,0.883458
17.884,233.260,0.921052
17.888,233.466,0.941317
17.892,233.343,0.945113
17.896,233.270,0.950265
17.900,233.264,0.953312
17.904,233.222,0.952718
17.908,233.178,0.951644
17.912,233.268,0.952935
17.916,233.442,0.955471
17.920,233.497,0.955322
17.924,233.596,0.959145
17.928,233.787,0.959066
17.932,233.899,0.957465
17.936,234.010,0.958552
17.940,234.160,0.955731
17.944,234.291,0.952576
17.948,234.417,0.946788
17.952,234.564,0.943221
17.956,234.670,0.941782
17.960,234.845,0.938862
17.964,234.938,0.934042
17.968,235.028,0.927608
17.972,235.164,0.921852
17.976,235.230,0.916787
17.980,235.237,0.918235
17.984,235.195,0.919592
17.988,235.156,0.922336
17.992,235.144,0.921768
17.996,235.142,0.923778
18.000,235.253,0.915142
18.004,235.518,0.909576
18.008,235.675,0.915184
18.012,235.747,0.915530
18.016,235.867,0.919140
18.020,236.022,0.914252
18.024,236.360,0.909037
18.028,236.617,0.899066
18.032,236.790,0.883452
18.036,236.950,0.864211
18.040,236.982,0.828791
18.044,236.337,0.774002
18.048,234.878,0.667310
18.052,232.270,0.480762
18.056,226.442,0.454748
18.060,222.256,0.512292
18.064,218.697,0.595675
18.068,216.253,0.680560
18.072,214.307,0.745562
18.076,212.581,0.790342
18.080,211.275,0.836553
18.084,209.871,0.854834
18.088,208.937,0.907506
18.092,207.964,0.927043
18.096,207.476,0.925213
18.100,207.359,0.930688
18.104,207.414,0.940694
18.108,207.406,0.945046
18.112,207.447,0.949444
18.116,207.380,0.946917
18.120,207.345,0.946594
18.124,207.325,0.943966
18.128,207.351,0.946458
18.132,207.341,0.944692
18.136,207.344,0.945775
18.140,207.294,0.943864
18.144,207.252,0.939506
18.148,207.328,0.943225
18.152,207.348,0.945983
18.156,207.435,0.948849
18.160,207.503,0.952378
18.164,207.492,0.953382
18.168,207.377,0.949413
18.172,207.429,0.948254
18.176,207.429,0.947861
18.180,207.473,0.950532
18.184,207.461,0.950682
18.188,207.515,0.953099
18.192,207.414,0.951190
18.196,207.438,0.947875
18.200,207.443,0.948295
18.204,207.565,0.954112
18.208,207.589,0.955056
18.212,207.733,0.958948
18.216,207.648,0.959746
18.220,207.664,0.957463
18.224,207.592,0.954890
18.228,207.688,0.958041
18.232,207.673,0.957274
18.236,207.783,0.960902
18.240,207.689,0.960672
18.244,207.748,0.959431
18.248,207.647,0.957002
18.252,207.661,0.957026
18.256,207.631,0.955760
18.260,207.727,0.958841
18.264,207.669,0.958936
18.268,207.765,0.959991
18.272,207.643,0.957243
18.276,207.659,0.956505
18.280,207.637,0.954882
18.284,207.745,0.958082
18.288,207.708,0.959104
18.292,207.800,0.960763
18.296,207.746,0.959223
18.300,207.770,0.958685
18.304,207.689,0.955387
18.308,207.798,0.959037
18.312,207.754,0.959623
18.316,207.827,0.960390
18.320,207.826,0.960590
18.324,207.857,0.960722
18.328,207.711,0.956359
18.332,207.772,0.957553
18.336,207.761,0.958846
18.340,207.833,0.959753
18.344,207.865,0.961203
18.348,207.906,0.961727
18.352,207.799,0.958394
18.356,207.805,0.957797
18.360,207.818,0.959696
18.364,207.894,0.960577
18.368,207.921,0.962216
18.372,207.991,0.963323
18.376,207.927,0.961436
18.380,207.901,0.960800
18.384,207.900,0.961301
18.388,207.994,0.962111
18.392,208.045,0.963491
18.396,208.130,0.965152
18.400,208.060,0.963712
18.404,207.988,0.963156
18.408,207.954,0.961757
18.412,208.022,0.962304
18.416,208.038,0.963135
18.420,208.078,0.963963
18.424,208.013,0.962930
18.428,207.890,0.961461
18.432,207.858,0.958913
18.436,207.915,0.959874
18.440,207.926,0.961000
18.444,207.967,0.962103
18.448,207.941,0.961176
18.452,207.795,0.959747
18.456,207.810,0.956811
18.460,207.901,0.958526
18.464,207.950,0.960239
18.468,207.991,0.961742
18.472,208.001,0.961737
18.476,207.801,0.960183
18.480,207.803,0.956275
18.484,207.873,0.957781
18.488,207.919,0.959215
18.492,207.935,0.960849
18.496,207.993,0.961721
18.500,207.807,0.960214
18.504,207.831,0.956235
18.508,207.876,0.956457
18.512,207.925,0.957981
18.516,207.954,0.959964
18.520,208.038,0.961729
18.524,207.878,0.961408
18.528,207.903,0.957881
18.532,207.914,0.956608
18.536,207.980,0.958312
18.540,207.974,0.960321
18.544,208.063,0.961824
18.548,207.884,0.961713
18.552,207.890,0.957910
18.556,207.842,0.954610
18.560,207.923,0.955959
18.564,207.869,0.957050
18.568,207.942,0.959654
18.572,207.797,0.960172
18.576,207.835,0.957158
18.580,207.764,0.953539
18.584,207.885,0.955872
18.588,207.880,0.958335
18.592,207.991,0.961513
18.596,207.901,0.962760
18.600,207.989,0.960871
18.604,207.941,0.957453
18.608,208.048,0.958722
18.612,208.012,0.960997
18.616,208.126,0.963126
18.620,208.006,0.963761
18.624,208.111,0.962035
18.628,208.070,0.959259
18.632,208.106,0.959591
18.636,208.052,0.961959
18.640,208.154,0.963446
18.644,208.026,0.963805
18.648,208.148,0.962281
18.652,208.110,0.959954
18.656,208.141,0.960373
18.660,208.101,0.962343
18.664,208.185,0.963277
18.668,208.047,0.963169
18.672,208.143,0.961365
18.676,208.069,0.958826
18.680,208.069,0.958839
18.684,208.013,0.960370
18.688,208.092,0.961785
18.692,207.971,0.961725
18.696,208.081,0.960125
18.700,208.032,0.957305
18.704,208.056,0.957141
18.708,208.006,0.958733
18.712,208.073,0.960557
18.716,207.941,0.961166
18.720,208.052,0.960059
18.724,207.992,0.957249
18.728,208.042,0.957233
18.732,208.024,0.959126
18.736,208.132,0.961272
18.740,207.995,0.961842
18.744,208.109,0.960534
18.748,208.039,0.957868
18.752,208.061,0.957361
18.756,208.013,0.958923
18.760,208.110,0.961229
18.764,207.961,0.961483
18.768,208.093,0.960292
18.772,208.027,0.957785
18.776,208.058,0.957352
18.780,208.031,0.959106
18.784,208.141,0.961513
18.788,207.998,0.962116
18.792,208.149,0.961074
18.796,208.114,0.958716
18.800,208.171,0.958178
18.804,208.150,0.960865
18.808,208.260,0.962253
18.812,208.098,0.962558
18.816,208.243,0.961277
18.820,208.214,0.959212
18.824,208.255,0.958634
18.828,208.262,0.961200
18.832,208.350,0.961739
18.836,208.205,0.961607
18.840,208.328,0.960538
18.844,208.348,0.958276
18.848,208.360,0.958192
18.852,208.322,0.959148
18.856,208.316,0.960249
18.860,208.136,0.960150
18.864,208.208,0.958757
18.868,208.177,0.956845
18.872,208.218,0.957690
18.876,208.243,0.959808
18.880,208.322,0.960411
18.884,208.179,0.960968
18.888,208.312,0.958801
18.892,208.397,0.957521
18.896,208.465,0.956684
18.900,208.529,0.955952
18.904,208.528,0.954939
18.908,208.357,0.953445
18.912,208.430,0.947843
18.916,208.395,0.946266
18.920,208.421,0.943596
18.924,208.414,0.940677
18.928,208.405,0.936726
18.932,208.272,0.931833
18.936,208.346,0.920606
18.940,208.307,0.915355
18.944,208.360,0.909205
18.948,208.140,0.908417
18.952,208.175,0.887459
18.956,207.931,0.859698
18.960,207.832,0.820886
18.964,207.725,0.786870
18.968,207.611,0.763831
18.972,207.065,0.739058
18.976,206.785,0.702834
18.980,206.653,0.692231
18.984,206.506,0.721381
18.988,206.449,0.792854
18.992,206.718,0.867396
18.996,206.716,0.902163
19.000,206.729,0.924593
19.004,207.074,0.917367
19.008,207.063,0.918150
19.012,206.886,0.924156
19.016,206.887,0.922123
19.020,206.890,0.913839
19.024,206.801,0.913534
19.028,206.970,0.903225
19.032,206.877,0.907753
19.036,206.953,0.906424
19.040,207.085,0.899217
19.044,207.217,0.887374
19.048,207.300,0.893807
19.052,207.242,0.893249
19.056,207.150,0.891162
19.060,207.542,0.876556
19.064,207.549,0.864574
19.068,207.796,0.849169
19.072,207.866,0.823005
19.076,207.450,0.796948
19.080,206.737,0.706801
19.084,206.302,0.499638
19.088,204.926,0.279707
19.092,204.000,0.224905
19.096,203.178,0.117747
19.100,202.245,0.070854
19.104,201.379,0.053472
19.108,201.491,0.127935
19.112,202.300,0.099411
19.116,203.307,0.070046
19.120,204.495,0.090332
19.124,205.002,0.211205
19.128,207.046,0.322589
19.132,207.125,0.562148
19.136,207.939,0.657142
19.140,207.814,0.663067
19.144,207.715,0.692588
19.148,207.604,0.676941
19.152,206.840,0.602009
19.156,205.238,0.586270
19.160,203.374,0.494922
19.164,203.212,0.503989
19.168,203.437,0.436071
19.172,203.510,0.249940
19.176,202.991,0.106595
19.180,180.857,0.111485
19.184,161.059,0.159187
19.188,141.022,0.123141
19.192,142.530,0.033792
19.196,134.606,0.073906
19.200,124.992,0.070172
19.204,117.813,0.069699
19.208,117.746,0.114176
19.212,114.732,0.071569
19.216,115.289,0.127180
19.220,116.429,0.112057
19.224,118.622,0.068399
19.228,119.720,0.030141
19.232,120.684,0.029088
19.236,121.851,0.022300
19.240,123.466,0.018202
19.244,125.047,0.009027
19.248,125.118,0.015079
19.252,122.491,0.017528
19.256,122.154,0.023026
19.260,121.755,0.037545
19.264,121.498,0.025242
19.268,122.221,0.033611
19.272,123.034,0.042264
19.276,123.114,0.080581
19.280,122.333,0.033851
19.284,122.765,0.009875
19.288,122.600,0.014320
19.292,122.550,0.020429
19.296,123.900,0.018909
19.300,123.456,0.022695
19.304,123.230,0.029249
19.308,122.648,0.039526
19.312,122.621,0.027817
19.316,123.179,0.017300
19.320,123.273,0.019681
19.324,122.594,0.021096
19.328,123.242,0.022570
19.332,123.186,0.023156
19.336,122.892,0.047394
19.340,123.369,0.045147
19.344,123.056,0.036773
19.348,123.155,0.026491
19.352,123.718,0.051993
19.356,123.619,0.036628
19.360,124.601,0.015502
19.364,125.092,0.007910
