time,frequency,confidence
0.428,197.975,0.931421
0.432,197.998,0.934985
0.436,197.991,0.933115
0.440,197.902,0.927039
0.444,197.910,0.925958
0.448,197.830,0.922970
0.452,197.758,0.927356
0.456,197.586,0.941381
0.460,197.514,0.944668
0.464,197.580,0.941683
0.468,197.659,0.935787
0.472,197.753,0.928724
0.476,197.712,0.931471
0.480,197.790,0.922825
0.484,197.861,0.917320
0.488,197.907,0.917971
0.492,197.894,0.919629
0.496,197.764,0.926750
0.500,197.768,0.928192
0.504,197.744,0.931154
0.508,197.697,0.935555
0.512,197.713,0.937172
0.516,197.644,0.940080
0.520,197.679,0.936997
0.524,197.728,0.932139
0.528,197.723,0.930773
0.532,197.644,0.937739
0.536,197.537,0.942669
0.540,197.548,0.943035
0.544,197.566,0.941561
0.548,197.577,0.940237
0.552,197.511,0.946912
0.556,197.536,0.943544
0.560,197.665,0.935125
0.564,197.776,0.925496
0.568,197.923,0.923793
0.572,197.875,0.919159
0.576,197.976,0.923052
0.580,197.976,0.922393
0.584,197.980,0.924472
0.588,197.954,0.925907
0.592,197.799,0.924837
0.596,197.818,0.923750
0.600,197.827,0.924095
0.604,197.790,0.928458
0.608,197.818,0.928767
0.612,197.773,0.929385
0.616,197.845,0.926417
0.620,197.906,0.924998
0.624,197.885,0.923254
0.628,197.771,0.926979
0.632,197.650,0.932949
0.636,197.648,0.934451
0.640,197.666,0.932736
0.644,197.663,0.932930
0.648,197.568,0.941380
0.652,197.559,0.938682
0.656,197.652,0.931822
0.660,197.725,0.924854
0.664,197.808,0.917761
0.668,197.715,0.924334
0.672,197.764,0.919033
0.676,197.706,0.924607
0.680,197.717,0.924428
0.684,197.676,0.931269
0.688,197.543,0.939473
0.692,197.557,0.939557
0.696,197.567,0.939304
0.700,197.558,0.940217
0.704,197.589,0.940418
0.708,197.539,0.939400
0.712,197.589,0.936884
0.716,197.605,0.934217
0.720,197.582,0.934619
0.724,197.444,0.944133
0.728,197.357,0.946421
0.732,197.377,0.947124
0.736,197.431,0.943407
0.740,197.490,0.939912
0.744,197.402,0.944009
0.748,197.486,0.935494
0.752,197.555,0.930132
0.756,197.604,0.926015
0.760,197.580,0.929438
0.764,197.474,0.936130
0.768,197.537,0.935065
0.772,197.527,0.937098
0.776,197.508,0.939272
0.780,197.536,0.941052
0.784,197.477,0.941896
0.788,197.536,0.937777
0.792,197.586,0.933060
0.796,197.573,0.932540
0.800,197.490,0.936487
0.804,197.383,0.939855
0.808,197.395,0.941480
0.812,197.390,0.940747
0.816,197.379,0.941591
0.820,197.279,0.948259
0.824,197.302,0.943260
0.828,197.355,0.939151
0.832,197.447,0.932091
0.836,197.498,0.929371
0.840,197.447,0.932595
0.844,197.530,0.929850
0.848,197.566,0.930062
0.852,197.575,0.930344
0.856,197.612,0.933653
0.860,197.530,0.938344
0.864,197.597,0.935651
0.868,197.651,0.933171
0.872,197.689,0.931623
0.876,197.679,0.935745
0.880,197.628,0.939496
0.884,197.745,0.935418
0.888,197.818,0.932020
0.892,197.963,0.929175
0.896,198.093,0.930540
0.900,198.192,0.927603
0.904,198.479,0.923119
0.908,198.601,0.916208
0.912,198.628,0.910174
0.916,198.461,0.879980
0.920,197.887,0.846305
0.924,196.649,0.888843
0.928,195.859,0.887672
0.932,195.314,0.881702
0.936,195.252,0.884100
0.940,195.519,0.879264
0.944,196.014,0.895023
0.948,196.372,0.917602
0.952,196.548,0.932291
0.956,196.795,0.942228
0.960,197.054,0.943391
0.964,197.190,0.942052
0.968,197.288,0.945144
0.972,197.295,0.947554
0.976,197.447,0.942137
0.980,197.607,0.937235
0.984,197.718,0.930896
0.988,197.777,0.932134
0.992,197.755,0.932757
0.996,197.855,0.926269
1.000,197.910,0.922109
1.004,197.924,0.926406
1.008,197.965,0.927904
1.012,197.982,0.926247
1.016,198.080,0.928088
1.020,198.135,0.928792
1.024,198.070,0.928180
1.028,197.988,0.921941
1.032,197.838,0.924081
1.036,197.873,0.921904
1.040,197.888,0.919891
1.044,197.861,0.921669
1.048,197.720,0.933187
1.052,197.695,0.934733
1.056,197.855,0.922481
1.060,197.947,0.918750
1.064,198.037,0.926059
1.068,197.979,0.920050
1.072,198.017,0.923246
1.076,198.080,0.925363
1.080,198.081,0.927738
1.084,198.067,0.929991
1.088,197.878,0.921251
1.092,197.863,0.922961
1.096,197.866,0.923925
1.100,197.823,0.927953
1.104,197.841,0.929740
1.108,197.771,0.932495
1.112,197.831,0.927453
1.116,197.863,0.924134
1.120,197.847,0.923900
1.124,197.784,0.930955
1.128,197.671,0.937712
1.132,197.680,0.937540
1.136,197.725,0.934226
1.140,197.707,0.934647
1.144,197.621,0.941926
1.148,197.636,0.939942
1.152,197.764,0.930771
1.156,197.870,0.920231
1.160,198.010,0.928926
1.164,197.958,0.924062
1.168,198.035,0.927029
1.172,198.066,0.928292
1.176,198.061,0.929851
1.180,198.059,0.932499
1.184,197.888,0.922442
1.188,197.904,0.926634
1.192,197.935,0.928461
1.196,197.913,0.932785
1.200,197.964,0.936299
1.204,197.912,0.932585
1.208,197.975,0.935336
1.212,198.033,0.935091
1.216,198.029,0.936556
1.220,197.978,0.933010
1.224,197.898,0.927088
1.228,197.922,0.927036
1.232,197.932,0.925696
1.236,197.909,0.927115
1.240,197.816,0.927317
1.244,197.787,0.928617
1.248,197.891,0.925334
1.252,197.986,0.930101
1.256,198.100,0.936476
1.260,198.067,0.932448
1.264,198.180,0.934955
1.268,198.253,0.934976
1.272,198.224,0.936401
1.276,198.300,0.940389
1.280,198.210,0.936022
1.284,198.231,0.937307
1.288,198.217,0.936584
1.292,198.146,0.938309
1.296,198.146,0.941557
1.300,198.005,0.934529
1.304,198.067,0.939617
1.308,198.116,0.940187
1.312,198.102,0.942561
1.316,198.156,0.944625
1.320,198.113,0.941005
1.324,198.221,0.943125
1.328,198.260,0.941081
1.332,198.199,0.940909
1.336,198.156,0.939201
1.340,198.081,0.935127
1.344,198.133,0.935512
1.348,198.193,0.936901
1.352,198.201,0.939764
1.356,198.139,0.936413
1.360,198.150,0.936658
1.364,198.233,0.938333
1.368,198.300,0.941490
1.372,198.410,0.945038
1.376,198.325,0.941729
1.380,198.421,0.941263
1.384,198.487,0.940363
1.388,198.423,0.941677
1.392,198.517,0.944905
1.396,198.429,0.941749
1.400,198.459,0.942583
1.404,198.513,0.942639
1.408,198.446,0.945314
1.412,198.515,0.948326
1.416,198.382,0.945305
1.420,198.463,0.945418
1.424,198.511,0.946725
1.428,198.470,0.948351
1.432,198.531,0.951457
1.436,198.462,0.949782
1.440,198.595,0.949948
1.444,198.726,0.950470
1.448,198.765,0.950628
1.452,198.782,0.950841
1.456,198.681,0.948125
1.460,198.768,0.946926
1.464,198.758,0.946680
1.468,198.722,0.948059
1.472,198.631,0.946710
1.476,198.523,0.944739
1.480,198.588,0.944684
1.484,198.616,0.945094
1.488,198.673,0.947238
1.492,198.600,0.944437
1.496,198.541,0.941149
1.500,198.638,0.941774
1.504,198.704,0.943603
1.508,198.812,0.945464
1.512,198.728,0.945031
1.516,198.748,0.942300
1.520,198.852,0.942953
1.524,198.858,0.944015
1.528,198.929,0.944173
1.532,198.828,0.942696
1.536,198.803,0.939556
1.540,198.798,0.940058
1.544,198.743,0.942290
1.548,198.784,0.944826
1.552,198.680,0.943622
1.556,198.729,0.942596
1.560,198.812,0.943249
1.564,198.739,0.945403
1.568,198.778,0.947819
1.572,198.634,0.946124
1.576,198.702,0.944139
1.580,198.751,0.944603
1.584,198.690,0.946977
1.588,198.688,0.950304
1.592,198.590,0.948577
1.596,198.666,0.948039
1.600,198.744,0.949080
1.604,198.784,0.949812
1.608,198.805,0.951226
1.612,198.692,0.948600
1.616,198.793,0.947652
1.620,198.814,0.947552
1.624,198.789,0.948721
1.628,198.701,0.948093
1.632,198.599,0.946220
1.636,198.674,0.946646
1.640,198.703,0.946206
1.644,198.716,0.947513
1.648,198.618,0.945001
1.652,198.499,0.940899
1.656,198.468,0.940258
1.660,198.450,0.940933
1.664,198.368,0.940227
1.668,198.139,0.929575
1.672,197.936,0.904022
1.676,197.706,0.878022
1.680,197.322,0.845104
1.684,196.780,0.752727
1.688,195.823,0.598902
1.692,195.435,0.467792
1.696,187.103,0.297755
1.700,173.530,0.190305
1.704,165.701,0.300064
1.708,160.373,0.481873
1.712,158.081,0.674884
1.716,156.607,0.810408
1.720,155.689,0.852425
1.724,155.571,0.865300
1.728,155.616,0.861451
1.732,155.992,0.870874
1.736,156.153,0.905243
1.740,156.341,0.913261
1.744,156.777,0.913767
1.748,156.795,0.934200
1.752,156.771,0.941130
1.756,156.777,0.942583
1.760,156.720,0.948896
1.764,156.738,0.949050
1.768,156.802,0.945790
1.772,156.613,0.954696
1.776,156.650,0.949811
1.780,156.572,0.955073
1.784,156.607,0.952236
1.788,156.650,0.951081
1.792,156.486,0.958192
1.796,156.482,0.957314
1.800,156.687,0.949642
1.804,156.641,0.950278
1.808,156.730,0.943921
1.812,156.666,0.949948
1.816,156.746,0.945936
1.820,156.919,0.934932
1.824,156.853,0.939270
1.828,156.752,0.941660
1.832,156.860,0.942815
1.836,156.822,0.940598
1.840,156.951,0.932860
1.844,156.832,0.942695
1.848,156.758,0.942281
1.852,156.966,0.936955
1.856,156.865,0.942260
1.860,156.819,0.944725
1.864,156.817,0.946656
1.868,156.749,0.948400
1.872,156.933,0.940235
1.876,156.935,0.941023
1.880,156.849,0.942624
1.884,156.874,0.939305
1.888,156.831,0.943459
1.892,156.898,0.939888
1.896,156.874,0.943214
1.900,156.708,0.951795
1.904,156.737,0.949862
1.908,156.953,0.941275
1.912,156.845,0.945111
1.916,156.874,0.940465
1.920,156.764,0.949588
1.924,156.855,0.944999
1.928,156.932,0.939554
1.932,156.759,0.949749
1.936,156.583,0.953852
1.940,156.728,0.952644
1.944,156.663,0.952568
1.948,156.807,0.944834
1.952,156.707,0.951482
1.956,156.662,0.951218
1.960,156.885,0.941909
1.964,156.785,0.948480
1.968,156.743,0.950039
1.972,156.722,0.952962
1.976,156.662,0.953206
1.980,156.787,0.948070
1.984,156.732,0.951448
1.988,156.640,0.952762
1.992,156.758,0.947685
1.996,156.735,0.950480
2.000,156.835,0.944787
2.004,156.798,0.948239
2.008,156.688,0.952962
2.012,156.752,0.950156
2.016,156.865,0.946126
2.020,156.740,0.949339
2.024,156.717,0.947036
2.028,156.634,0.952805
2.032,156.738,0.948981
2.036,156.792,0.947513
2.040,156.655,0.954630
2.044,156.594,0.954720
2.048,156.820,0.948710
2.052,156.717,0.950455
2.056,156.826,0.943421
2.060,156.681,0.952906
2.064,156.649,0.952714
2.068,156.822,0.944863
2.072,156.646,0.954796
2.076,156.537,0.957576
2.080,156.577,0.959585
2.084,156.530,0.958516
2.088,156.697,0.951529
2.092,156.603,0.956807
2.096,156.475,0.959057
2.100,156.636,0.953525
2.104,156.530,0.959775
2.108,156.523,0.959528
2.112,156.520,0.960220
2.116,156.456,0.960951
2.120,156.621,0.955472
2.124,156.641,0.954903
2.128,156.488,0.959055
2.132,156.551,0.955810
2.136,156.473,0.960820
2.140,156.531,0.958543
2.144,156.527,0.959933
2.148,156.380,0.964610
2.152,156.442,0.961281
2.156,156.596,0.957180
2.160,156.505,0.958984
2.164,156.567,0.953140
2.168,156.485,0.957794
2.172,156.546,0.956279
2.176,156.587,0.956421
2.180,156.434,0.962500
2.184,156.362,0.962493
2.188,156.560,0.959317
2.192,156.428,0.960717
2.196,156.552,0.954909
2.200,156.448,0.961287
2.204,156.462,0.960101
2.208,156.636,0.954235
2.212,156.495,0.961794
2.216,156.391,0.962427
2.220,156.479,0.963295
2.224,156.429,0.962281
2.228,156.563,0.955545
2.232,156.468,0.961196
2.236,156.389,0.961213
2.240,156.613,0.954103
2.244,156.519,0.959273
2.248,156.472,0.961065
2.252,156.476,0.962398
2.256,156.444,0.961250
2.260,156.599,0.955318
2.264,156.561,0.957755
2.268,156.439,0.960778
2.272,156.558,0.956845
2.276,156.497,0.960855
2.280,156.533,0.958675
2.284,156.511,0.960747
2.288,156.391,0.963062
2.292,156.490,0.960149
2.296,156.546,0.959274
2.300,156.437,0.961876
2.304,156.509,0.956458
2.308,156.477,0.958809
2.312,156.567,0.955451
2.316,156.598,0.956391
2.320,156.490,0.960868
2.324,156.478,0.960165
2.328,156.712,0.953810
2.332,156.610,0.955843
2.336,156.676,0.950501
2.340,156.599,0.957195
2.344,156.719,0.950513
2.348,156.836,0.944550
2.352,156.726,0.950367
2.356,156.656,0.949749
2.360,156.846,0.946225
2.364,156.843,0.940732
2.368,157.028,0.934236
2.372,156.927,0.937210
2.376,156.995,0.932205
2.380,157.207,0.946073
2.384,157.185,0.945339
2.388,157.297,0.945003
2.392,157.316,0.947925
2.396,157.532,0.946722
2.400,157.970,0.938079
2.404,158.297,0.920686
2.408,158.917,0.861796
2.412,159.579,0.812462
2.416,160.765,0.743103
2.420,162.220,0.757614
2.424,163.365,0.788902
2.428,164.669,0.764847
2.432,165.484,0.734158
2.436,167.423,0.607687
2.440,166.518,0.429889
2.444,174.882,0.396863
2.448,175.701,0.394726
2.452,176.648,0.532287
2.456,176.117,0.669484
2.460,175.078,0.603084
2.464,174.587,0.698551
2.468,174.258,0.722149
2.472,174.541,0.745974
2.476,174.739,0.792205
2.480,175.368,0.847173
2.484,175.749,0.867213
2.488,176.075,0.884257
2.492,176.192,0.899063
2.496,176.474,0.911253
2.500,176.456,0.917302
2.504,176.299,0.926047
2.508,176.402,0.929391
2.512,176.494,0.944761
2.516,176.479,0.939612
2.520,176.492,0.941708
2.524,176.571,0.945938
2.528,176.673,0.946084
2.532,176.640,0.947944
2.536,176.749,0.946785
2.540,176.750,0.948834
2.544,176.693,0.948215
2.548,176.734,0.947781
2.552,176.725,0.948913
2.556,176.731,0.946421
2.560,176.741,0.949625
2.564,176.886,0.953366
2.568,176.835,0.949425
2.572,176.636,0.945588
2.576,176.759,0.946775
2.580,176.832,0.952958
2.584,176.685,0.946589
2.588,176.588,0.944954
2.592,176.752,0.950486
2.596,176.724,0.946485
2.600,176.536,0.941888
2.604,176.600,0.941219
2.608,176.683,0.948416
2.612,176.644,0.946283
2.616,176.598,0.944814
2.620,176.620,0.944567
2.624,176.663,0.943713
2.628,176.696,0.950226
2.632,176.741,0.948464
2.636,176.655,0.945806
2.640,176.566,0.944305
2.644,176.702,0.946990
2.648,176.702,0.949893
2.652,176.616,0.944140
2.656,176.591,0.945817
2.660,176.789,0.952323
2.664,176.782,0.949659
2.668,176.585,0.944646
2.672,176.716,0.946522
2.676,176.828,0.954315
2.680,176.748,0.950388
2.684,176.681,0.949270
2.688,176.772,0.953111
2.692,176.794,0.949929
2.696,176.686,0.950187
2.700,176.736,0.948185
2.704,176.752,0.952869
2.708,176.717,0.951264
2.712,176.724,0.951469
2.716,176.699,0.951169
2.720,176.735,0.950029
2.724,176.786,0.955551
2.728,176.862,0.955844
2.732,176.786,0.953177
2.736,176.603,0.948776
2.740,176.781,0.952010
2.744,176.826,0.956987
2.748,176.692,0.950067
2.752,176.638,0.950087
2.756,176.833,0.956063
2.760,176.842,0.953807
2.764,176.615,0.948135
2.768,176.684,0.947171
2.772,176.823,0.955581
2.776,176.777,0.952439
2.780,176.679,0.950398
2.784,176.679,0.950968
2.788,176.745,0.949215
2.792,176.724,0.953167
2.796,176.800,0.951881
2.800,176.755,0.952867
2.804,176.708,0.951681
2.808,176.779,0.952505
2.812,176.761,0.953974
2.816,176.736,0.950075
2.820,176.719,0.952892
2.824,176.864,0.955685
2.828,176.795,0.952130
2.832,176.628,0.948387
2.836,176.779,0.950542
2.840,176.864,0.957172
2.844,176.732,0.950865
2.848,176.669,0.950449
2.852,176.842,0.956865
2.856,176.872,0.954867
2.860,176.692,0.951510
2.864,176.727,0.949552
2.868,176.836,0.956929
2.872,176.838,0.956005
2.876,176.772,0.954297
2.880,176.783,0.955104
2.884,176.838,0.954003
2.888,176.893,0.959147
2.892,176.933,0.957165
2.896,176.929,0.957204
2.900,176.833,0.956553
2.904,176.942,0.956943
2.908,176.941,0.959575
2.912,176.852,0.955410
2.916,176.798,0.956127
2.920,176.915,0.959080
2.924,176.847,0.955555
2.928,176.624,0.949985
2.932,176.723,0.951148
2.936,176.807,0.956575
2.940,176.678,0.951612
2.944,176.647,0.951076
2.948,176.762,0.956252
2.952,176.744,0.952011
2.956,176.592,0.949589
2.960,176.665,0.948728
2.964,176.677,0.953269
2.968,176.659,0.951720
2.972,176.626,0.949482
2.976,176.632,0.951129
2.980,176.644,0.949212
2.984,176.689,0.953832
2.988,176.741,0.953684
2.992,176.638,0.948874
2.996,176.457,0.942955
3.000,176.598,0.947053
3.004,176.646,0.952995
3.008,176.513,0.944641
3.012,176.469,0.944691
3.016,176.656,0.952331
3.020,176.654,0.949998
3.024,176.477,0.944200
3.028,176.559,0.944766
3.032,176.660,0.953527
3.036,176.624,0.950682
3.040,176.545,0.947609
3.044,176.572,0.948057
3.048,176.601,0.946700
3.052,176.624,0.952179
3.056,176.676,0.951282
3.060,176.619,0.949453
3.064,176.560,0.948270
3.068,176.696,0.951673
3.072,176.756,0.956067
3.076,176.713,0.952827
3.080,176.694,0.953752
3.084,176.884,0.958818
3.088,176.887,0.957291
3.092,176.742,0.954335
3.096,176.844,0.954328
3.100,176.940,0.959772
3.104,176.853,0.957262
3.108,176.798,0.955230
3.112,176.885,0.958804
3.116,176.863,0.954761
3.120,176.748,0.954254
3.124,176.832,0.953668
3.128,176.842,0.956577
3.132,176.817,0.956512
3.136,176.798,0.953791
3.140,176.835,0.956231
3.144,176.814,0.953853
3.148,176.847,0.957878
3.152,176.921,0.957108
3.156,176.872,0.955173
3.160,176.739,0.954314
3.164,176.853,0.955160
3.168,176.909,0.959140
3.172,176.951,0.953890
3.176,177.142,0.946810
3.180,177.423,0.943626
3.184,177.781,0.921999
3.188,178.116,0.872953
3.192,178.648,0.805111
3.196,179.667,0.705880
3.200,181.402,0.470056
3.204,188.367,0.383706
3.208,191.444,0.622332
3.212,193.501,0.748427
3.216,195.046,0.824864
3.220,195.384,0.781666
3.224,195.775,0.829286
3.228,196.071,0.877168
3.232,196.469,0.897507
3.236,196.684,0.913609
3.240,196.955,0.924232
3.244,197.263,0.928095
3.248,197.432,0.930809
3.252,197.409,0.936731
3.256,197.350,0.946330
3.260,197.240,0.952667
3.264,197.247,0.956197
3.268,197.276,0.955252
3.272,197.272,0.958139
3.276,197.268,0.958565
3.280,197.223,0.958381
3.284,197.226,0.959176
3.288,197.238,0.958177
3.292,197.210,0.959223
3.296,197.159,0.960914
3.300,197.141,0.960521
3.304,197.243,0.956207
3.308,197.317,0.950093
3.312,197.393,0.950205
3.316,197.353,0.949938
3.320,197.412,0.947703
3.324,197.499,0.944734
3.328,197.500,0.944580
3.332,197.521,0.947697
3.336,197.423,0.950813
3.340,197.431,0.950764
3.344,197.460,0.949984
3.348,197.403,0.953006
3.352,197.396,0.954498
3.356,197.365,0.954392
3.360,197.377,0.953823
3.364,197.368,0.953887
3.368,197.336,0.954142
3.372,197.261,0.957217
3.376,197.216,0.957452
3.380,197.320,0.952563
3.384,197.377,0.947273
3.388,197.469,0.945387
3.392,197.366,0.948686
3.396,197.433,0.946448
3.400,197.519,0.941982
3.404,197.555,0.939595
3.408,197.590,0.942219
3.412,197.521,0.944402
3.416,197.558,0.943462
3.420,197.593,0.941400
3.424,197.552,0.944802
3.428,197.561,0.946445
3.432,197.494,0.947433
3.436,197.536,0.946139
3.440,197.557,0.944197
3.444,197.525,0.945191
3.448,197.439,0.950386
3.452,197.371,0.953157
3.456,197.448,0.948657
3.460,197.533,0.943027
3.464,197.590,0.941123
3.468,197.469,0.946652
3.472,197.558,0.940449
3.476,197.638,0.935266
3.480,197.682,0.930451
3.484,197.732,0.930902
3.488,197.696,0.932911
3.492,197.704,0.933352
3.496,197.745,0.931226
3.500,197.673,0.936210
3.504,197.716,0.937556
3.508,197.618,0.941369
3.512,197.630,0.940822
3.516,197.670,0.937895
3.520,197.658,0.937720
3.524,197.638,0.940332
3.528,197.581,0.943338
3.532,197.602,0.942292
3.536,197.646,0.938994
3.540,197.652,0.937874
3.544,197.555,0.944160
3.548,197.550,0.943375
3.552,197.657,0.935359
3.556,197.709,0.929982
3.560,197.748,0.930065
3.564,197.659,0.934214
3.568,197.703,0.930892
3.572,197.760,0.927432
3.576,197.759,0.926611
3.580,197.817,0.926575
3.584,197.724,0.931837
3.588,197.739,0.931217
3.592,197.781,0.928599
3.596,197.708,0.934371
3.600,197.748,0.935545
3.604,197.662,0.938464
3.608,197.674,0.938179
3.612,197.741,0.932995
3.616,197.729,0.932438
3.620,197.670,0.938417
3.624,197.574,0.943750
3.628,197.631,0.939045
3.632,197.724,0.932835
3.636,197.740,0.931625
3.640,197.631,0.939100
3.644,197.653,0.936065
3.648,197.758,0.927211
3.652,197.817,0.921564
3.656,197.858,0.920698
3.660,197.787,0.925207
3.664,197.780,0.925267
3.668,197.840,0.921812
3.672,197.826,0.921359
3.676,197.913,0.926926
3.680,197.776,0.928016
3.684,197.795,0.926193
3.688,197.880,0.926168
3.692,197.821,0.926459
3.696,197.845,0.928919
3.700,197.782,0.928877
3.704,197.814,0.925849
3.708,197.896,0.926400
3.712,197.871,0.925883
3.716,197.786,0.928068
3.720,197.635,0.937688
3.724,197.699,0.933215
3.728,197.790,0.926130
3.732,197.780,0.926989
3.736,197.672,0.936020
3.740,197.695,0.931859
3.744,197.794,0.923586
3.748,197.848,0.918396
3.752,197.884,0.921358
3.756,197.804,0.922858
3.760,197.826,0.920661
3.764,197.902,0.920554
3.768,197.890,0.923459
3.772,197.960,0.930009
3.776,197.813,0.924688
3.780,197.827,0.924503
3.784,197.880,0.925893
3.788,197.792,0.926155
3.792,197.800,0.930745
3.796,197.726,0.932837
3.800,197.735,0.932120
3.804,197.819,0.925053
3.808,197.808,0.924561
3.812,197.740,0.931968
3.816,197.621,0.938870
3.820,197.699,0.933870
3.824,197.789,0.926499
3.828,197.777,0.927296
3.832,197.675,0.935793
3.836,197.678,0.933556
3.840,197.760,0.925813
3.844,197.798,0.922455
3.848,197.809,0.923015
3.852,197.733,0.927446
3.856,197.705,0.928555
3.860,197.725,0.927488
3.864,197.677,0.930931
3.868,197.645,0.938324
3.872,197.423,0.948368
3.876,197.290,0.950855
3.880,197.106,0.951393
3.884,196.792,0.943645
3.888,196.424,0.910994
3.892,196.028,0.846956
3.896,195.747,0.761971
3.900,195.629,0.661235
3.904,195.889,0.550599
3.908,196.092,0.415249
3.912,181.264,0.249621
3.916,165.402,0.340976
3.920,160.438,0.438216
3.924,157.987,0.608267
3.928,155.921,0.763740
3.932,155.514,0.771032
3.936,155.704,0.821208
3.940,155.443,0.854906
3.944,155.415,0.867713
3.948,155.603,0.899063
3.952,155.858,0.932408
3.956,155.957,0.944708
3.960,155.996,0.955442
3.964,155.981,0.964248
3.968,156.054,0.968192
3.972,156.272,0.967313
3.976,156.257,0.968123
3.980,156.271,0.966583
3.984,156.244,0.968499
3.988,156.192,0.967314
3.992,156.285,0.964163
3.996,156.141,0.970672
4.000,156.057,0.969043
4.004,156.120,0.968533
4.008,156.061,0.968062
4.012,156.175,0.966130
4.016,156.186,0.968414
4.020,156.140,0.967506
4.024,156.324,0.964640
4.028,156.212,0.968711
4.032,156.179,0.968636
4.036,156.225,0.969111
4.040,156.190,0.967953
4.044,156.294,0.965474
4.048,156.246,0.968995
4.052,156.150,0.968116
4.056,156.339,0.965078
4.060,156.261,0.968688
4.064,156.223,0.969848
4.068,156.278,0.969964
4.072,156.216,0.970220
4.076,156.321,0.967260
4.080,156.322,0.968251
4.084,156.198,0.968940
4.088,156.341,0.965666
4.092,156.287,0.968588
4.096,156.292,0.967295
4.100,156.311,0.968221
4.104,156.189,0.969591
4.108,156.298,0.966613
4.112,156.318,0.967334
4.116,156.223,0.968481
4.120,156.327,0.964702
4.124,156.238,0.968964
4.128,156.271,0.967176
4.132,156.319,0.967741
4.136,156.177,0.970980
4.140,156.221,0.968695
4.144,156.343,0.967647
4.148,156.234,0.968928
4.152,156.320,0.964825
4.156,156.238,0.968249
4.160,156.334,0.965665
4.164,156.366,0.966312
4.168,156.246,0.970157
4.172,156.223,0.968398
4.176,156.409,0.966174
4.180,156.262,0.967903
4.184,156.384,0.962718
4.188,156.288,0.968136
4.192,156.332,0.965669
4.196,156.439,0.963520
4.200,156.294,0.968508
4.204,156.220,0.967787
4.208,156.349,0.967794
4.212,156.261,0.967768
4.216,156.338,0.964435
4.220,156.266,0.968661
4.224,156.242,0.967123
4.228,156.391,0.963719
4.232,156.266,0.968331
4.236,156.213,0.968410
4.240,156.301,0.969154
4.244,156.284,0.967899
4.248,156.427,0.962538
4.252,156.369,0.966352
4.256,156.285,0.965483
4.260,156.449,0.961900
4.264,156.384,0.965696
4.268,156.319,0.966547
4.272,156.364,0.967400
4.276,156.303,0.967055
4.280,156.404,0.963407
4.284,156.367,0.965518
4.288,156.289,0.966425
4.292,156.400,0.963114
4.296,156.373,0.965993
