time,frequency,confidence
0.400,232.623,0.181942
0.404,233.178,0.125774
0.408,233.912,0.054637
0.412,243.541,0.035189
0.416,278.279,0.074452
0.420,309.188,0.259730
0.424,351.656,0.474175
0.428,388.913,0.422166
0.432,386.291,0.438234
0.436,387.293,0.582014
0.440,386.715,0.668589
0.444,388.163,0.647045
0.448,387.996,0.696764
0.452,388.548,0.769397
0.456,389.111,0.811776
0.460,389.302,0.844861
0.464,389.771,0.885551
0.468,389.814,0.913041
0.472,389.844,0.925381
0.476,390.032,0.932147
0.480,390.175,0.940680
0.484,390.534,0.938731
0.488,390.710,0.941325
0.492,391.048,0.934944
0.496,391.286,0.932442
0.500,391.768,0.950285
0.504,392.274,0.966070
0.508,392.636,0.969998
0.512,393.104,0.974343
0.516,393.586,0.973028
0.520,394.119,0.969618
0.524,394.541,0.968384
0.528,394.904,0.962904
0.532,395.178,0.961446
0.536,395.472,0.953735
0.540,395.773,0.948044
0.544,396.109,0.958425
0.548,396.374,0.963122
0.552,396.487,0.967461
0.556,396.519,0.967586
0.560,396.458,0.967256
0.564,396.429,0.965485
0.568,396.446,0.963412
0.572,396.394,0.964978
0.576,396.340,0.961862
0.580,396.359,0.963295
0.584,396.372,0.963249
0.588,396.472,0.963546
0.592,396.552,0.966731
0.596,396.744,0.969348
0.600,396.891,0.971898
0.604,396.975,0.972372
0.608,397.079,0.971973
0.612,397.115,0.972244
0.616,397.264,0.972605
0.620,397.285,0.974703
0.624,397.376,0.974961
0.628,397.497,0.975806
0.632,397.585,0.975960
0.636,397.854,0.975863
0.640,397.890,0.977565
0.644,398.051,0.977013
0.648,398.166,0.976887
0.652,398.234,0.975145
0.656,398.409,0.971986
0.660,398.405,0.973149
0.664,398.483,0.971638
0.668,398.558,0.971431
0.672,398.646,0.969133
0.676,398.733,0.967109
0.680,398.679,0.968619
0.684,398.682,0.968811
0.688,398.705,0.970264
0.692,398.752,0.968694
0.696,398.786,0.967920
0.700,398.688,0.969681
0.704,398.668,0.970536
0.708,398.638,0.972492
0.712,398.617,0.971597
0.716,398.631,0.970960
0.720,398.547,0.972563
0.724,398.567,0.972516
0.728,398.557,0.974258
0.732,398.531,0.973506
0.736,398.582,0.973214
0.740,398.533,0.973447
0.744,398.607,0.972555
0.748,398.585,0.974873
0.752,398.555,0.974386
0.756,398.626,0.974614
0.760,398.584,0.974821
0.764,398.682,0.973591
0.768,398.622,0.976464
0.772,398.565,0.976021
0.776,398.623,0.975959
0.780,398.553,0.975803
0.784,398.581,0.974561
0.788,398.431,0.976606
0.792,398.341,0.976025
0.796,398.302,0.975596
0.800,398.222,0.975195
0.804,398.189,0.974468
0.808,398.039,0.976150
0.812,398.011,0.976429
0.816,398.008,0.976576
0.820,398.048,0.976566
0.824,398.154,0.976572
0.828,398.125,0.978308
0.832,398.262,0.978041
0.836,398.380,0.978244
0.840,398.506,0.976385
0.844,398.709,0.974253
0.848,398.719,0.975589
0.852,398.860,0.973289
0.856,399.015,0.972648
0.860,399.115,0.969228
0.864,399.307,0.965465
0.868,399.287,0.967655
0.872,399.342,0.965963
0.876,399.443,0.965268
0.880,399.475,0.962515
0.884,399.567,0.959693
0.888,399.462,0.963927
0.892,399.433,0.963938
0.896,399.449,0.964578
0.900,399.456,0.962450
0.904,399.491,0.960929
0.908,399.380,0.965038
0.912,399.342,0.965241
0.916,399.355,0.966083
0.920,399.375,0.963872
0.924,399.410,0.962350
0.928,399.328,0.964844
0.932,399.297,0.964625
0.936,399.344,0.964744
0.940,399.448,0.960808
0.944,399.526,0.958444
0.948,399.554,0.958122
0.952,399.580,0.956717
0.956,399.710,0.955115
0.960,399.850,0.949448
0.964,399.931,0.946782
0.968,399.893,0.948271
0.972,399.888,0.947612
0.976,400.023,0.947277
0.980,400.185,0.942466
0.984,400.260,0.939790
0.988,400.190,0.937829
0.992,400.094,0.935788
0.996,399.862,0.933334
1.000,399.693,0.920560
1.004,399.545,0.902003
1.008,399.146,0.883358
1.012,398.701,0.859474
1.016,397.861,0.835602
1.020,397.404,0.809367
1.024,397.772,0.774841
1.028,398.093,0.711970
1.032,398.139,0.696666
1.036,397.411,0.708009
1.040,398.581,0.692162
1.044,356.186,0.594725
1.048,322.817,0.547480
1.052,283.041,0.326614
1.056,263.849,0.426970
1.060,260.644,0.437414
1.064,261.045,0.610283
1.068,260.998,0.589679
1.072,261.400,0.655917
1.076,262.205,0.682191
1.080,262.742,0.764056
1.084,263.122,0.818873
1.088,263.548,0.861979
1.092,263.591,0.899735
1.096,263.639,0.925564
1.100,263.609,0.940116
1.104,263.578,0.948918
1.108,263.699,0.951631
1.112,263.880,0.944354
1.116,264.113,0.933854
1.120,264.388,0.946733
1.124,264.547,0.955295
1.128,264.716,0.959286
1.132,264.956,0.963414
1.136,265.083,0.966478
1.140,265.258,0.969706
1.144,265.489,0.971653
1.148,265.701,0.971983
1.152,265.846,0.970471
1.156,265.852,0.971255
1.160,265.974,0.969836
1.164,265.993,0.970511
1.168,265.976,0.972075
1.172,265.896,0.973426
1.176,265.975,0.972759
1.180,265.992,0.971915
1.184,265.945,0.973246
1.188,265.902,0.973071
1.192,265.931,0.971234
1.196,265.900,0.971797
1.200,265.839,0.972952
1.204,265.850,0.971709
1.208,265.946,0.970467
1.212,265.997,0.968354
1.216,265.930,0.968528
1.220,266.009,0.967633
1.224,266.077,0.967014
1.228,266.040,0.969517
1.232,266.036,0.970903
1.236,266.048,0.970757
1.240,266.207,0.968482
1.244,266.183,0.968476
1.248,266.202,0.968031
1.252,266.315,0.963959
1.256,266.371,0.961838
1.260,266.391,0.963847
1.264,266.403,0.962147
1.268,266.568,0.958292
1.272,266.632,0.954868
1.276,266.629,0.954036
1.280,266.716,0.951268
1.284,266.765,0.950062
1.288,266.720,0.955933
1.292,266.660,0.960305
1.296,266.621,0.960964
1.300,266.728,0.958300
1.304,266.620,0.960988
1.308,266.601,0.960293
1.312,266.684,0.956186
1.316,266.700,0.956100
1.320,266.668,0.959676
1.324,266.657,0.958289
1.328,266.834,0.953143
1.332,266.886,0.949932
1.336,266.890,0.948799
1.340,266.956,0.945405
1.344,267.062,0.946295
1.348,267.043,0.948890
1.352,266.956,0.953852
1.356,266.961,0.952775
1.360,267.003,0.950111
1.364,266.980,0.951160
1.368,266.933,0.950183
1.372,267.000,0.947152
1.376,267.004,0.948648
1.380,266.915,0.951855
1.384,266.912,0.949412
1.388,267.024,0.947985
1.392,266.956,0.945102
1.396,267.000,0.943919
1.400,267.029,0.944523
1.404,266.972,0.946146
1.408,266.894,0.951315
1.412,266.761,0.956952
1.416,266.831,0.953140
1.420,266.723,0.956206
1.424,266.631,0.958016
1.428,266.617,0.955950
1.432,266.647,0.954515
1.436,266.603,0.958527
1.440,266.500,0.960826
1.444,266.641,0.956257
1.448,266.762,0.950984
1.452,266.710,0.951371
1.456,266.781,0.947376
1.460,266.862,0.944968
1.464,266.855,0.949903
1.468,266.757,0.955482
1.472,266.654,0.958748
1.476,266.814,0.952848
1.480,266.728,0.955058
1.484,266.695,0.955744
1.488,266.736,0.951468
1.492,266.795,0.948845
1.496,266.719,0.954627
1.500,266.600,0.957369
1.504,266.682,0.954656
1.508,266.760,0.949745
1.512,266.660,0.952275
1.516,266.724,0.948918
1.520,266.728,0.949115
1.524,266.646,0.956117
1.528,266.526,0.961512
1.532,266.393,0.964887
1.536,266.483,0.961743
1.540,266.364,0.964018
1.544,266.335,0.964590
1.548,266.369,0.961813
1.552,266.415,0.960209
1.556,266.317,0.964594
1.560,266.237,0.965847
1.564,266.349,0.963497
1.568,266.459,0.959284
1.572,266.443,0.958665
1.576,266.578,0.954983
1.580,266.680,0.951809
1.584,266.718,0.955001
1.588,266.665,0.958640
1.592,266.667,0.958527
1.596,266.854,0.953243
1.600,266.791,0.954515
1.604,266.852,0.951344
1.608,266.992,0.944402
1.612,267.139,0.949720
1.616,267.159,0.952901
1.620,267.184,0.952655
1.624,267.364,0.958294
1.628,267.450,0.961537
1.632,267.576,0.963902
1.636,267.701,0.965357
1.640,267.821,0.967258
1.644,267.553,0.961721
1.648,267.122,0.947301
1.652,266.849,0.937178
1.656,266.729,0.931423
1.660,266.566,0.925481
1.664,266.658,0.888719
1.668,266.882,0.834830
1.672,267.434,0.801479
1.676,268.016,0.788320
1.680,269.212,0.769487
1.684,270.868,0.712057
1.688,271.798,0.701071
1.692,272.471,0.709332
1.696,273.220,0.710187
1.700,273.993,0.687684
1.704,274.202,0.602231
1.708,272.163,0.576069
1.712,269.438,0.589761
1.716,264.573,0.449189
1.720,247.369,0.496582
1.724,248.013,0.635933
1.728,248.518,0.711777
1.732,248.784,0.767880
1.736,248.270,0.848110
1.740,247.958,0.906258
1.744,247.964,0.932146
1.748,248.074,0.945245
1.752,248.207,0.951425
1.756,248.271,0.955884
1.760,248.285,0.957336
1.764,248.274,0.958380
1.768,248.318,0.956947
1.772,248.374,0.954469
1.776,248.430,0.951120
1.780,248.435,0.948572
1.784,248.402,0.947972
1.788,248.364,0.947623
1.792,248.338,0.947443
1.796,248.328,0.947211
1.800,248.328,0.946854
1.804,248.348,0.946551
1.808,248.370,0.946320
1.812,248.397,0.945614
1.816,248.447,0.944431
1.820,248.506,0.942922
1.824,248.558,0.941428
1.828,248.592,0.941082
1.832,248.596,0.941715
1.836,248.576,0.942450
1.840,248.548,0.943689
1.844,248.528,0.944951
1.848,248.504,0.945513
1.852,248.476,0.946100
1.856,248.465,0.946350
1.860,248.454,0.946031
1.864,248.454,0.945389
1.868,248.474,0.944498
1.872,248.522,0.943074
1.876,248.570,0.941628
1.880,248.615,0.940179
1.884,248.672,0.938371
1.888,248.734,0.935902
1.892,248.788,0.933999
1.896,248.821,0.932510
1.900,248.845,0.931543
1.904,248.849,0.931562
1.908,248.855,0.931275
1.912,248.850,0.931691
1.916,248.839,0.932021
1.920,248.811,0.933047
1.924,248.773,0.934694
1.928,248.740,0.935969
1.932,248.709,0.937642
1.936,248.689,0.938874
1.940,248.655,0.940628
1.944,248.636,0.941876
1.948,248.616,0.943065
1.952,248.598,0.944015
1.956,248.595,0.944273
1.960,248.613,0.943389
1.964,248.647,0.941985
1.968,248.685,0.940294
1.972,248.715,0.938861
1.976,248.756,0.936512
1.980,248.776,0.935373
1.984,248.801,0.933436
1.988,248.821,0.931619
1.992,248.834,0.930585
1.996,248.847,0.929716
2.000,248.861,0.928743
2.004,248.853,0.929085
2.008,248.853,0.929131
2.012,248.840,0.929213
2.016,248.832,0.929126
2.020,248.848,0.928096
2.024,248.858,0.927138
2.028,248.884,0.926188
2.032,248.914,0.924495
2.036,248.945,0.922999
2.040,248.993,0.920644
2.044,249.014,0.919684
2.048,249.045,0.920462
2.052,249.034,0.920230
2.056,249.006,0.921104
2.060,248.984,0.922039
2.064,248.942,0.924292
2.068,248.912,0.925535
2.072,248.883,0.927253
2.076,248.860,0.927780
2.080,248.838,0.929218
2.084,248.829,0.929958
2.088,248.808,0.931011
2.092,248.793,0.931642
2.096,248.771,0.932851
2.100,248.768,0.933956
2.104,248.763,0.934556
2.108,248.772,0.934330
2.112,248.784,0.934128
2.116,248.799,0.933911
2.120,248.814,0.933580
2.124,248.807,0.934389
2.128,248.802,0.935089
2.132,248.798,0.935246
2.136,248.773,0.936583
2.140,248.736,0.938369
2.144,248.723,0.939011
2.148,248.695,0.940260
2.152,248.678,0.941446
2.156,248.674,0.941883
2.160,248.683,0.941993
2.164,248.714,0.940618
2.168,248.744,0.939796
2.172,248.762,0.939365
2.176,248.771,0.938772
2.180,248.764,0.939312
2.184,248.768,0.938715
2.188,248.787,0.937881
2.192,248.788,0.937806
2.196,248.787,0.938086
2.200,248.788,0.937820
2.204,248.792,0.937929
2.208,248.788,0.938173
2.212,248.782,0.938238
2.216,248.764,0.938741
2.220,248.737,0.939613
2.224,248.717,0.940213
2.228,248.697,0.940876
2.232,248.677,0.941680
2.236,248.653,0.942794
2.240,248.629,0.943857
2.244,248.614,0.944451
2.248,248.597,0.944866
2.252,248.590,0.944690
2.256,248.582,0.944665
2.260,248.561,0.944934
2.264,248.547,0.945071
2.268,248.540,0.945077
2.272,248.537,0.944813
2.276,248.549,0.944266
2.280,248.565,0.943451
2.284,248.579,0.942400
2.288,248.606,0.941159
2.292,248.635,0.940504
2.296,248.698,0.937501
2.300,248.794,0.930706
2.304,248.920,0.919374
2.308,249.093,0.918789
2.312,249.310,0.920634
2.316,249.604,0.915366
2.320,249.992,0.899009
2.324,250.423,0.869658
2.328,251.145,0.814730
2.332,252.480,0.715653
2.336,254.739,0.644979
2.340,257.797,0.630131
2.344,258.852,0.637954
2.348,259.251,0.625454
2.352,258.457,0.623956
2.356,257.689,0.630827
2.360,257.299,0.704502
2.364,258.015,0.731188
2.368,259.365,0.694939
2.372,261.480,0.686304
2.376,262.416,0.667080
2.380,262.891,0.677175
2.384,264.323,0.655019
2.388,264.578,0.702572
2.392,264.470,0.732674
2.396,265.211,0.793594
2.400,265.312,0.811897
2.404,265.316,0.852718
2.408,264.926,0.876654
2.412,264.760,0.910301
2.416,264.717,0.927913
2.420,264.660,0.938407
2.424,264.677,0.947122
2.428,264.759,0.954621
2.432,264.885,0.960223
2.436,265.008,0.966511
2.440,265.128,0.970024
2.444,265.225,0.973573
2.448,265.329,0.976599
2.452,265.446,0.979335
2.456,265.541,0.980770
2.460,265.749,0.979606
2.464,265.852,0.978711
2.468,265.899,0.978731
2.472,265.916,0.977010
2.476,266.051,0.973570
2.480,266.095,0.972665
2.484,266.123,0.972940
2.488,266.164,0.970774
2.492,266.286,0.969347
2.496,266.342,0.967131
2.500,266.237,0.968005
2.504,266.265,0.966856
2.508,266.263,0.966840
2.512,266.217,0.970298
2.516,266.103,0.972990
2.520,266.055,0.973945
2.524,266.190,0.971381
2.528,266.074,0.973230
2.532,265.962,0.974075
2.536,266.005,0.971821
2.540,266.032,0.970575
2.544,265.939,0.973414
2.548,265.845,0.973749
2.552,265.961,0.972193
2.556,266.060,0.970077
2.560,265.955,0.970102
2.564,265.967,0.969270
2.568,266.018,0.968234
2.572,265.992,0.971274
2.576,265.873,0.973791
2.580,265.758,0.975339
2.584,265.887,0.973779
2.588,265.807,0.974284
2.592,265.697,0.976146
2.596,265.627,0.975203
2.600,265.698,0.974064
2.604,265.636,0.974314
2.608,265.512,0.973415
2.612,265.556,0.972917
2.616,265.711,0.972925
2.620,265.736,0.971910
2.624,265.665,0.971512
2.628,265.723,0.971829
2.632,265.750,0.971187
2.636,265.646,0.973227
2.640,265.567,0.973704
2.644,265.571,0.974000
2.648,265.682,0.973170
2.652,265.629,0.974063
2.656,265.572,0.974351
2.660,265.589,0.972773
2.664,265.702,0.971045
2.668,265.607,0.971823
2.672,265.523,0.971890
2.676,265.619,0.971625
2.680,265.758,0.970470
2.684,265.746,0.970364
2.688,265.706,0.970184
2.692,265.818,0.969619
2.696,265.808,0.970936
2.700,265.677,0.972853
2.704,265.650,0.973793
2.708,265.753,0.972365
2.712,265.810,0.971476
2.716,265.783,0.972465
2.720,265.792,0.971439
2.724,265.907,0.968969
2.728,265.975,0.968088
2.732,265.935,0.970661
2.736,265.922,0.969606
2.740,266.103,0.965853
2.744,266.178,0.963097
2.748,266.211,0.961466
2.752,266.367,0.958280
2.756,266.488,0.956273
2.760,266.400,0.962228
2.764,266.305,0.965606
2.768,266.323,0.964613
2.772,266.456,0.960556
2.776,266.356,0.962603
2.780,266.390,0.961073
2.784,266.481,0.956810
2.788,266.562,0.955344
2.792,266.473,0.960099
2.796,266.464,0.959600
2.800,266.603,0.954669
2.804,266.725,0.949703
2.808,266.782,0.946641
2.812,266.991,0.939014
2.816,267.227,0.942481
2.820,267.238,0.942583
2.824,267.113,0.937862
2.828,267.033,0.934371
2.832,267.111,0.932086
2.836,266.988,0.923874
2.840,266.741,0.923167
2.844,266.406,0.920817
2.848,266.048,0.912832
2.852,265.514,0.903306
2.856,265.262,0.879164
2.860,265.774,0.841445
2.864,266.927,0.758251
2.868,267.504,0.691467
2.872,268.633,0.545495
2.876,293.871,0.346735
2.880,330.799,0.675194
2.884,351.391,0.774091
2.888,351.955,0.798087
2.892,352.087,0.851684
2.896,353.108,0.906374
2.900,353.587,0.909476
2.904,353.320,0.931504
2.908,353.240,0.944843
2.912,353.546,0.959075
2.916,353.571,0.965697
2.920,353.931,0.971467
2.924,354.102,0.976254
2.928,353.981,0.978042
2.932,353.941,0.972801
2.936,353.782,0.968277
2.940,353.568,0.961144
2.944,353.151,0.940182
2.948,352.742,0.903510
2.952,352.444,0.811434
2.956,353.575,0.565838
2.960,388.982,0.652752
2.964,390.510,0.848039
2.968,391.206,0.906363
2.972,391.478,0.929594
2.976,391.564,0.937166
2.980,391.766,0.947782
2.984,392.048,0.958918
2.988,392.086,0.962245
2.992,392.371,0.968009
2.996,392.765,0.973659
3.000,393.437,0.973855
3.004,394.421,0.967233
3.008,395.247,0.949543
3.012,395.815,0.930481
3.016,396.611,0.927727
3.020,397.924,0.885378
3.024,399.838,0.769841
3.028,402.509,0.537460
3.032,428.050,0.523130
3.036,434.628,0.773267
3.040,437.740,0.883626
3.044,439.702,0.932232
3.048,441.325,0.959993
3.052,442.574,0.956527
3.056,443.293,0.946581
3.060,443.815,0.938500
3.064,444.220,0.926892
3.068,444.725,0.934922
3.072,444.938,0.937630
3.076,445.203,0.940681
3.080,445.285,0.939760
3.084,445.420,0.940631
3.088,445.539,0.939895
3.092,445.634,0.940045
3.096,445.799,0.940663
3.100,445.728,0.938512
3.104,445.923,0.943612
3.108,445.924,0.941604
3.112,445.903,0.942264
3.116,445.885,0.943754
3.120,445.757,0.942862
3.124,445.730,0.943608
3.128,445.595,0.942874
3.132,445.639,0.943895
3.136,445.575,0.944255
3.140,445.664,0.944313
3.144,445.706,0.943518
3.148,445.773,0.943158
3.152,445.854,0.941695
3.156,445.820,0.940455
3.160,446.065,0.943283
3.164,446.074,0.941499
3.168,446.074,0.941448
3.172,446.078,0.942938
3.176,446.070,0.945090
3.180,446.140,0.946429
3.184,446.021,0.945620
3.188,445.992,0.946360
3.192,445.832,0.946551
3.196,445.874,0.947071
3.200,445.894,0.947105
3.204,445.975,0.946715
3.208,446.041,0.945470
3.212,446.033,0.945300
3.216,446.275,0.947675
3.220,446.305,0.946779
3.224,446.367,0.945645
3.228,446.394,0.946758
3.232,446.376,0.948735
3.236,446.469,0.950418
3.240,446.373,0.950237
3.244,446.360,0.950719
3.248,446.263,0.950618
3.252,446.336,0.950553
3.256,446.409,0.950409
3.260,446.476,0.949154
3.264,446.584,0.947881
3.268,446.617,0.947549
3.272,446.766,0.948928
3.276,446.777,0.948836
3.280,446.653,0.949022
3.284,446.535,0.950139
3.288,446.463,0.951639
3.292,446.495,0.951849
3.296,446.436,0.951544
3.300,446.510,0.951409
3.304,446.540,0.951049
3.308,446.627,0.950423
3.312,446.799,0.950612
3.316,446.830,0.950280
3.320,446.898,0.950483
3.324,446.813,0.951359
3.328,446.837,0.952253
3.332,446.745,0.953338
3.336,446.745,0.952896
3.340,446.838,0.952284
3.344,446.859,0.952786
3.348,447.068,0.951253
3.352,447.090,0.951137
3.356,447.107,0.949701
3.360,447.086,0.950280
3.364,447.011,0.951749
3.368,447.028,0.951669
3.372,446.941,0.951457
3.376,446.967,0.952047
3.380,446.979,0.951487
3.384,447.005,0.950900
3.388,447.119,0.950671
3.392,447.080,0.950023
3.396,447.133,0.949971
3.400,447.009,0.951489
3.404,446.990,0.952306
3.408,446.888,0.954011
3.412,446.886,0.953445
3.416,446.967,0.953069
3.420,446.993,0.953729
3.424,447.184,0.952316
3.428,447.187,0.952228
3.432,447.228,0.950972
3.436,447.222,0.951271
3.440,447.182,0.953018
3.444,447.210,0.952507
3.448,447.162,0.952070
3.452,447.250,0.951889
3.456,447.287,0.951900
3.460,447.319,0.951552
3.464,447.458,0.950664
3.468,447.389,0.949497
3.472,447.445,0.949228
3.476,447.365,0.951158
3.480,447.356,0.952601
3.484,447.318,0.953020
3.488,447.307,0.951633
3.492,447.425,0.950884
3.496,447.442,0.951076
3.500,447.484,0.950052
3.504,447.391,0.951653
3.508,447.332,0.951348
3.512,447.308,0.951760
3.516,447.288,0.952636
3.520,447.389,0.951624
3.524,447.307,0.951905
3.528,447.316,0.951129
3.532,447.300,0.950656
3.536,447.220,0.951755
3.540,447.215,0.951647
3.544,447.090,0.952358
3.548,447.149,0.955736
3.552,447.120,0.958634
3.556,447.077,0.958690
3.560,447.107,0.957918
3.564,447.053,0.953155
3.568,446.876,0.947809
3.572,446.575,0.939083
3.576,446.154,0.919301
3.580,445.765,0.880489
3.584,445.816,0.841088
3.588,445.819,0.798390
3.592,445.921,0.725758
3.596,446.477,0.584928
3.600,445.611,0.490076
3.604,444.497,0.360500
3.608,442.862,0.595229
3.612,441.460,0.475016
3.616,426.160,0.316947
3.620,399.181,0.461945
3.624,397.507,0.617062
3.628,396.428,0.721747
3.632,394.840,0.783339
3.636,394.592,0.816627
3.640,394.729,0.857111
3.644,394.957,0.881489
3.648,394.970,0.903360
3.652,394.871,0.921567
3.656,394.709,0.942442
3.660,394.660,0.952759
3.664,394.632,0.959091
3.668,394.657,0.965345
3.672,394.786,0.968378
3.676,394.948,0.970345
3.680,395.050,0.970029
3.684,395.132,0.969626
3.688,395.273,0.965764
3.692,395.433,0.961006
3.696,395.475,0.960495
3.700,395.524,0.958184
3.704,395.470,0.958878
3.708,395.552,0.955266
3.712,395.662,0.950884
3.716,395.753,0.948639
3.720,395.870,0.949973
3.724,395.914,0.953905
3.728,395.930,0.954681
3.732,395.975,0.955620
3.736,396.053,0.958143
3.740,396.095,0.957460
3.744,395.969,0.957711
3.748,395.889,0.953411
3.752,395.702,0.949947
3.756,395.671,0.947918
3.760,395.663,0.945326
3.764,395.633,0.947941
3.768,395.676,0.946631
3.772,395.743,0.948534
3.776,395.761,0.947512
3.780,395.797,0.947756
3.784,395.883,0.951831
3.788,396.006,0.955125
3.792,396.063,0.958657
3.796,396.053,0.957658
3.800,395.948,0.956123
3.804,395.901,0.953697
3.808,395.954,0.952095
3.812,395.919,0.953898
3.816,395.926,0.951308
3.820,395.971,0.954344
3.824,395.973,0.953891
3.828,396.058,0.954610
3.832,396.076,0.956419
3.836,396.169,0.958934
3.840,396.279,0.962620
3.844,396.381,0.963721
3.848,396.442,0.964089
3.852,396.447,0.964237
3.856,396.524,0.964767
3.860,396.492,0.967171
3.864,396.514,0.966024
3.868,396.510,0.966124
3.872,396.543,0.965285
3.876,396.722,0.964527
3.880,396.812,0.969034
3.884,396.966,0.969325
3.888,397.050,0.971565
3.892,397.066,0.971324
3.896,397.242,0.971834
3.900,397.240,0.973034
3.904,397.497,0.974260
3.908,397.583,0.976261
3.912,397.620,0.975317
3.916,397.755,0.975033
3.920,397.758,0.974697
3.924,397.867,0.974142
3.928,397.806,0.975805
3.932,397.830,0.975700
3.936,397.884,0.975507
3.940,397.875,0.974907
3.944,398.009,0.974358
3.948,397.948,0.976777
3.952,398.059,0.975935
3.956,398.111,0.976240
3.960,398.100,0.974688
3.964,398.228,0.972731
3.968,398.151,0.974838
3.972,398.221,0.973801
3.976,398.261,0.973947
3.980,398.313,0.972556
3.984,398.473,0.969207
3.988,398.413,0.971349
3.992,398.533,0.969924
3.996,398.599,0.970376
4.000,398.636,0.968630
4.004,398.789,0.966669
4.008,398.705,0.968622
4.012,398.705,0.968894
4.016,398.734,0.971025
4.020,398.685,0.970119
4.024,398.753,0.969044
4.028,398.600,0.971693
4.032,398.598,0.971725
4.036,398.508,0.974414
4.040,398.442,0.973969
4.044,398.482,0.973625
4.048,398.350,0.974691
4.052,398.419,0.974062
4.056,398.315,0.976221
4.060,398.284,0.975459
4.064,398.364,0.974756
4.068,398.290,0.974811
4.072,398.407,0.974201
4.076,398.344,0.976904
4.080,398.302,0.976064
4.084,398.320,0.975707
4.088,398.263,0.975730
4.092,398.360,0.975183
4.096,398.259,0.977795
4.100,398.225,0.977337
4.104,398.248,0.977118
4.108,398.216,0.976911
4.112,398.326,0.976287
4.116,398.290,0.978429
4.120,398.348,0.977493
4.124,398.395,0.977210
4.128,398.392,0.976380
4.132,398.545,0.975178
4.136,398.481,0.977394
4.140,398.578,0.975507
4.144,398.658,0.975420
4.148,398.659,0.973886
4.152,398.820,0.970617
4.156,398.706,0.973532
4.160,398.743,0.971987
4.164,398.740,0.972676
4.168,398.710,0.971676
4.172,398.798,0.969247
4.176,398.674,0.972569
4.180,398.697,0.971630
4.184,398.716,0.972416
4.188,398.758,0.970734
4.192,398.870,0.968343
4.196,398.803,0.970069
4.200,398.843,0.968589
4.204,398.912,0.969053
4.208,398.927,0.967374
4.212,399.005,0.965982
4.216,398.868,0.969047
4.220,398.914,0.969676
4.224,399.012,0.970542
4.228,399.097,0.968444
4.232,399.051,0.967179
4.236,398.750,0.964927
4.240,398.428,0.962003
4.244,397.967,0.956141
4.248,397.567,0.946343
4.252,397.073,0.934901
4.256,396.608,0.918899
4.260,396.480,0.900246
4.264,396.372,0.885778
4.268,396.591,0.876792
4.272,396.644,0.874325
4.276,396.679,0.843296
4.280,397.044,0.780878
4.284,397.485,0.716783
4.288,397.866,0.453849
4.292,354.828,0.637202
4.296,354.204,0.735569
